,REGION,DEPARTEMENT,MARCHE,DATE,MIL_DETAIL,RIZ_IMP_BR ORD.
3263,KD,KOLDA,KOLDA,06-Sep-06,200,210.0
3264,DK,PIKINE,THIAROYE,06-Sep-06,180,225.0
3265,DK,DAKAR,TILENE,06-Sep-06,180,225.0
3266,DL,DIOURBEL,DIOURBEL,07-Sep-06,155,200.0
3267,KL,KAOLACK,KAOLACK,07-Sep-06,160,225.0
3268,LG,LOUGA,LOUGA,07-Sep-06,170,220.0
3269,ZG,ZIGUINCHOR,ST.MAUR,07-Sep-06,195,235.0
3270,DL,MBACKE,TOUBA,08-Sep-06,155,200.0
3271,FK,FATICK,FATICK,11-Sep-06,140,200.0
3272,SL,ST.LOUIS,ST.LOUIS,12-Sep-06,185,225.0
3273,DK,PIKINE,THIAROYE,13-Sep-06,185,225.0
3274,TH,THIES,THIES,13-Sep-06,180,200.0
3275,DK,DAKAR,TILENE,13-Sep-06,185,225.0
3276,DL,DIOURBEL,DIOURBEL,14-Sep-06,160,200.0
3277,KL,KAOLACK,KAOLACK,14-Sep-06,170,225.0
3278,LG,LOUGA,LOUGA,14-Sep-06,160,240.0
3279,ZG,ZIGUINCHOR,ST.MAUR,14-Sep-06,195,235.0
3280,DL,MBACKE,TOUBA,15-Sep-06,185,200.0
3281,FK,FATICK,FATICK,17-Sep-06,135,200.0
3282,DK,PIKINE,THIAROYE,20-Sep-06,185,225.0
3283,TH,THIES,THIES,20-Sep-06,175,200.0
3284,DK,DAKAR,TILENE,20-Sep-06,185,225.0
3285,SL,ST.LOUIS,ST.LOUIS,20-Sep-06,175,225.0
3286,DL,DIOURBEL,DIOURBEL,21-Sep-06,160,200.0
3287,KL,KAOLACK,KAOLACK,21-Sep-06,170,225.0
3288,LG,LOUGA,LOUGA,21-Sep-06,160,220.0
3289,ZG,ZIGUINCHOR,ST.MAUR,21-Sep-06,195,235.0
3290,DL,MBACKE,TOUBA,22-Sep-06,165,200.0
3291,FK,FATICK,FATICK,26-Sep-06,135,200.0
3292,TH,THIES,THIES,27-Sep-06,175,200.0
3293,SL,ST.LOUIS,ST.LOUIS,27-Sep-06,175,225.0
3294,DL,DIOURBEL,DIOURBEL,28-Sep-06,165,200.0
3295,KL,KAOLACK,KAOLACK,28-Sep-06,150,225.0
3296,LG,LOUGA,LOUGA,28-Sep-06,160,220.0
3297,DK,PIKINE,THIAROYE,28-Sep-06,175,225.0
3298,DK,DAKAR,TILENE,28-Sep-06,175,225.0
3299,ZG,ZIGUINCHOR,ST.MAUR,28-Sep-06,195,235.0
3300,DL,MBACKE,TOUBA,29-Sep-06,165,200.0
3301,KD,KOLDA,KOLDA,02-Oct-06,175,220.0
3302,FK,FATICK,FATICK,03-Oct-06,120,205.0
3303,DK,PIKINE,THIAROYE,04-Oct-06,175,225.0
3304,TH,THIES,THIES,04-Oct-06,175,200.0
3305,DK,DAKAR,TILENE,04-Oct-06,175,225.0
3306,SL,ST.LOUIS,ST.LOUIS,04-Oct-06,175,225.0
3307,KD,VELINGARA,DIAOBE,04-Oct-06,175,220.0
3308,DL,DIOURBEL,DIOURBEL,05-Oct-06,165,200.0
3309,KL,KAOLACK,KAOLACK,05-Oct-06,150,225.0
3310,LG,LOUGA,LOUGA,05-Oct-06,160,225.0
3311,ZG,ZIGUINCHOR,ST.MAUR,05-Oct-06,190,235.0
3312,DL,MBACKE,TOUBA,06-Oct-06,165,200.0
3313,TC,BAKEL,BAKEL,08-Oct-06,225,225.0
3314,FK,FATICK,FATICK,08-Oct-06,120,205.0
3315,KD,KOLDA,KOLDA,09-Oct-06,190,220.0
3316,DK,PIKINE,THIAROYE,11-Oct-06,175,225.0
3317,TH,THIES,THIES,11-Oct-06,175,200.0
3318,DK,DAKAR,TILENE,11-Oct-06,175,225.0
3319,SL,ST.LOUIS,ST.LOUIS,11-Oct-06,180,225.0
3320,KD,VELINGARA,DIAOBE,11-Oct-06,200,220.0
3321,DL,DIOURBEL,DIOURBEL,12-Oct-06,165,200.0
3322,KL,KAOLACK,KAOLACK,12-Oct-06,130,225.0
3323,LG,LOUGA,LOUGA,12-Oct-06,175,225.0
3324,ZG,ZIGUINCHOR,ST.MAUR,12-Oct-06,175,235.0
3325,DL,MBACKE,TOUBA,13-Oct-06,165,200.0
3326,TC,BAKEL,BAKEL,15-Oct-06,250,225.0
3327,FK,FATICK,FATICK,15-Oct-06,125,205.0
3328,DK,PIKINE,THIAROYE,18-Oct-06,175,225.0
3329,TH,THIES,THIES,18-Oct-06,175,200.0
3330,DK,DAKAR,TILENE,18-Oct-06,175,225.0
3331,SL,ST.LOUIS,ST.LOUIS,18-Oct-06,175,225.0
3332,DL,DIOURBEL,DIOURBEL,19-Oct-06,165,200.0
3333,KL,KAOLACK,KAOLACK,19-Oct-06,130,225.0
3334,LG,LOUGA,LOUGA,19-Oct-06,160,225.0
3335,ZG,ZIGUINCHOR,ST.MAUR,19-Oct-06,175,235.0
3336,KD,KOLDA,KOLDA,20-Oct-06,175,225.0
3337,DL,MBACKE,TOUBA,20-Oct-06,160,200.0
3338,FK,FATICK,FATICK,22-Oct-06,130,225.0
3339,FK,FATICK,FATICK,22-Oct-06,125,210.0
3340,DK,PIKINE,THIAROYE,25-Oct-06,175,225.0
3341,TH,THIES,THIES,25-Oct-06,170,200.0
3342,DK,DAKAR,TILENE,25-Oct-06,175,225.0
3343,SL,ST.LOUIS,ST.LOUIS,25-Oct-06,175,225.0
3344,DL,DIOURBEL,DIOURBEL,26-Oct-06,160,200.0
3345,KL,KAOLACK,KAOLACK,26-Oct-06,125,225.0
3346,LG,LOUGA,LOUGA,26-Oct-06,175,225.0
3347,ZG,ZIGUINCHOR,ST.MAUR,26-Oct-06,175,235.0
3348,DL,MBACKE,TOUBA,27-Oct-06,160,200.0
3349,DL,DIOURBEL,DIOURBEL,02-Nov-06,160,200.0
3350,KL,KAOLACK,KAOLACK,02-Nov-06,120,225.0
3351,KD,KOLDA,KOLDA,02-Nov-06,200,220.0
3352,LG,LOUGA,LOUGA,02-Nov-06,155,220.0
3353,DK,PIKINE,THIAROYE,02-Nov-06,175,225.0
3354,DK,DAKAR,TILENE,02-Nov-06,175,225.0
3355,SL,ST.LOUIS,ST.LOUIS,02-Nov-06,175,200.0
3356,ZG,ZIGUINCHOR,ST.MAUR,02-Nov-06,175,235.0
3357,DL,MBACKE,TOUBA,03-Nov-06,160,200.0
3358,KD,KOLDA,KOLDA,04-Nov-06,200,220.0
3359,FK,FATICK,FATICK,05-Nov-06,120,210.0
3360,TH,THIES,THIES,08-Nov-06,165,200.0
3361,SL,ST.LOUIS,ST.LOUIS,08-Nov-06,175,225.0
3362,DL,DIOURBEL,DIOURBEL,09-Nov-06,160,200.0
3363,KL,KAOLACK,KAOLACK,09-Nov-06,115,225.0
3364,LG,LOUGA,LOUGA,09-Nov-06,155,225.0
3365,DK,PIKINE,THIAROYE,09-Nov-06,175,225.0
3366,DK,DAKAR,TILENE,09-Nov-06,175,225.0
3367,ZG,ZIGUINCHOR,ST.MAUR,09-Nov-06,175,235.0
3368,DL,MBACKE,TOUBA,10-Nov-06,130,200.0
3369,FK,FATICK,FATICK,12-Nov-06,125,210.0
3370,KD,KOLDA,KOLDA,13-Nov-06,200,225.0
3371,TH,THIES,THIES,15-Nov-06,165,200.0
3372,SL,ST.LOUIS,ST.LOUIS,15-Nov-06,175,225.0
3373,DL,DIOURBEL,DIOURBEL,16-Nov-06,125,200.0
3374,KL,KAOLACK,KAOLACK,16-Nov-06,115,225.0
3375,LG,LOUGA,LOUGA,16-Nov-06,150,225.0
3376,DK,PIKINE,THIAROYE,16-Nov-06,160,225.0
3377,DK,DAKAR,TILENE,16-Nov-06,160,225.0
3378,ZG,ZIGUINCHOR,ST.MAUR,16-Nov-06,175,235.0
3379,DL,MBACKE,TOUBA,17-Nov-06,125,200.0
3380,TC,BAKEL,BAKEL,21-Nov-06,225,225.0
3381,FK,FATICK,FATICK,21-Nov-06,120,215.0
3382,KD,KOLDA,KOLDA,22-Nov-06,175,225.0
3383,TH,THIES,THIES,22-Nov-06,165,220.0
3384,SL,ST.LOUIS,ST.LOUIS,22-Nov-06,160,225.0
3385,DL,DIOURBEL,DIOURBEL,23-Nov-06,125,200.0
3386,KL,KAOLACK,KAOLACK,23-Nov-06,115,225.0
3387,LG,LOUGA,LOUGA,23-Nov-06,155,225.0
3388,DK,PIKINE,THIAROYE,23-Nov-06,160,225.0
3389,DK,DAKAR,TILENE,23-Nov-06,160,225.0
3390,ZG,ZIGUINCHOR,ST.MAUR,23-Nov-06,175,230.0
3391,DL,MBACKE,TOUBA,24-Nov-06,125,200.0
3392,FK,FATICK,FATICK,26-Nov-06,120,215.0
3393,KD,KOLDA,KOLDA,27-Nov-06,150,225.0
3394,SL,ST.LOUIS,ST.LOUIS,28-Nov-06,160,225.0
3395,KD,VELINGARA,DIAOBE,29-Nov-06,175,220.0
3396,DL,DIOURBEL,DIOURBEL,30-Nov-06,125,200.0
3397,KL,KAOLACK,KAOLACK,30-Nov-06,125,225.0
3398,LG,LOUGA,LOUGA,30-Nov-06,150,225.0
3399,DK,PIKINE,THIAROYE,30-Nov-06,160,225.0
3400,DK,DAKAR,TILENE,30-Nov-06,160,225.0
3401,ZG,ZIGUINCHOR,ST.MAUR,30-Nov-06,175,235.0
3402,DL,MBACKE,TOUBA,01-Dec-06,125,200.0
3403,KD,KOLDA,KOLDA,04-Dec-06,175,220.0
3404,TC,BAKEL,BAKEL,05-Dec-06,200,225.0
3405,DK,PIKINE,THIAROYE,05-Dec-06,150,225.0
3406,TH,THIES,THIES,06-Dec-06,165,200.0
3407,DK,DAKAR,TILENE,06-Dec-06,150,225.0
3408,SL,ST.LOUIS,ST.LOUIS,06-Dec-06,160,225.0
3409,DL,DIOURBEL,DIOURBEL,07-Dec-06,120,200.0
3410,FK,FATICK,FATICK,07-Dec-06,120,220.0
3411,KL,KAOLACK,KAOLACK,07-Dec-06,120,225.0
3412,LG,LOUGA,LOUGA,07-Dec-06,150,225.0
3413,ZG,ZIGUINCHOR,ST.MAUR,07-Dec-06,170,235.0
3414,DL,MBACKE,TOUBA,08-Dec-06,125,200.0
3415,DK,PIKINE,THIAROYE,12-Dec-06,150,225.0
3416,FK,FATICK,FATICK,13-Dec-06,140,220.0
3417,KD,KOLDA,KOLDA,13-Dec-06,175,220.0
3418,TH,THIES,THIES,13-Dec-06,165,200.0
3419,DK,DAKAR,TILENE,13-Dec-06,175,225.0
3420,SL,ST.LOUIS,ST.LOUIS,13-Dec-06,160,225.0
3421,DL,DIOURBEL,DIOURBEL,14-Dec-06,120,200.0
3422,KL,KAOLACK,KAOLACK,14-Dec-06,120,225.0
3423,LG,LOUGA,LOUGA,14-Dec-06,150,255.0
3424,ZG,ZIGUINCHOR,ST.MAUR,14-Dec-06,175,235.0
3425,DL,MBACKE,TOUBA,15-Dec-06,125,200.0
3426,KD,KOLDA,KOLDA,18-Dec-06,175,220.0
3427,TC,BAKEL,BAKEL,19-Dec-06,200,225.0
3428,FK,FATICK,FATICK,19-Dec-06,195,220.0
3429,DK,PIKINE,THIAROYE,19-Dec-06,150,225.0
3430,TH,THIES,THIES,20-Dec-06,165,200.0
3431,DK,DAKAR,TILENE,20-Dec-06,175,225.0
3432,SL,ST.LOUIS,ST.LOUIS,20-Dec-06,170,225.0
3433,KD,VELINGARA,DIAOBE,20-Dec-06,175,250.0
3434,DL,DIOURBEL,DIOURBEL,21-Dec-06,120,200.0
3435,KL,KAOLACK,KAOLACK,21-Dec-06,120,225.0
3436,LG,LOUGA,LOUGA,21-Dec-06,150,255.0
3437,ZG,ZIGUINCHOR,ST.MAUR,21-Dec-06,175,235.0
3438,DL,MBACKE,TOUBA,22-Dec-06,120,200.0
3439,FK,FATICK,FATICK,26-Dec-06,175,220.0
3440,DK,PIKINE,THIAROYE,26-Dec-06,150,225.0
3441,TC,BAKEL,BAKEL,27-Dec-06,200,250.0
3442,DK,DAKAR,TILENE,27-Dec-06,175,225.0
3443,SL,ST.LOUIS,ST.LOUIS,27-Dec-06,170,220.0
3444,DL,DIOURBEL,DIOURBEL,28-Dec-06,120,200.0
3445,KL,KAOLACK,KAOLACK,28-Dec-06,125,225.0
3446,LG,LOUGA,LOUGA,28-Dec-06,150,255.0
3447,ZG,ZIGUINCHOR,ST.MAUR,28-Dec-06,175,235.0
3448,LG,LOUGA,LOUGA,01-Jan-07,150,225.0
3449,FK,FATICK,FATICK,02-Jan-07,170,220.0
3450,DK,PIKINE,THIAROYE,02-Jan-07,175,225.0
3451,TC,BAKEL,BAKEL,03-Jan-07,200,225.0
3452,TH,THIES,THIES,03-Jan-07,165,200.0
3453,DK,DAKAR,TILENE,03-Jan-07,175,225.0
3454,DL,MBACKE,TOUBA,03-Jan-07,125,200.0
3455,SL,ST.LOUIS,ST.LOUIS,03-Jan-07,170,220.0
3456,DL,DIOURBEL,DIOURBEL,04-Jan-07,120,200.0
3457,KL,KAOLACK,KAOLACK,04-Jan-07,125,225.0
3458,DL,MBACKE,TOUBA,12-Jan-07,120,200.0
3459,FK,FATICK,FATICK,14-Jan-07,180,210.0
3460,SL,ST.LOUIS,ST.LOUIS,14-Jan-07,155,200.0
3461,KD,KOLDA,KOLDA,15-Jan-07,225,220.0
3462,DK,DAKAR,TILENE,16-Jan-07,200,225.0
3463,DK,PIKINE,THIAROYE,17-Jan-07,175,225.0
3464,TH,THIES,THIES,17-Jan-07,165,215.0
3465,DL,DIOURBEL,DIOURBEL,18-Jan-07,120,200.0
3466,KL,KAOLACK,KAOLACK,18-Jan-07,130,225.0
3467,LG,LOUGA,LOUGA,18-Jan-07,150,225.0
3468,ZG,ZIGUINCHOR,ST.MAUR,18-Jan-07,175,235.0
3469,DL,MBACKE,TOUBA,19-Jan-07,120,200.0
3470,FK,FATICK,FATICK,22-Jan-07,175,210.0
3471,KD,KOLDA,KOLDA,22-Jan-07,225,220.0
3472,DK,PIKINE,THIAROYE,23-Jan-07,175,225.0
3473,TH,THIES,THIES,24-Jan-07,165,215.0
3474,DK,DAKAR,TILENE,24-Jan-07,175,225.0
3475,SL,ST.LOUIS,ST.LOUIS,24-Jan-07,165,225.0
3476,DL,DIOURBEL,DIOURBEL,25-Jan-07,120,200.0
3477,KL,KAOLACK,KAOLACK,25-Jan-07,130,225.0
3478,LG,LOUGA,LOUGA,25-Jan-07,160,230.0
3479,ZG,ZIGUINCHOR,ST.MAUR,25-Jan-07,175,235.0
3480,DL,MBACKE,TOUBA,26-Jan-07,120,200.0
3481,FK,FATICK,FATICK,28-Jan-07,175,210.0
3482,SL,ST.LOUIS,ST.LOUIS,28-Jan-07,170,200.0
3483,DK,PIKINE,THIAROYE,30-Jan-07,185,250.0
3484,TC,BAKEL,BAKEL,31-Jan-07,200,225.0
3485,TH,THIES,THIES,31-Jan-07,165,220.0
3486,DK,DAKAR,TILENE,31-Jan-07,200,225.0
3487,DL,DIOURBEL,DIOURBEL,01-Feb-07,120,200.0
3488,KL,KAOLACK,KAOLACK,01-Feb-07,135,225.0
3489,KD,KOLDA,KOLDA,01-Feb-07,225,225.0
3490,LG,LOUGA,LOUGA,01-Feb-07,160,235.0
3491,ZG,ZIGUINCHOR,ST.MAUR,01-Feb-07,175,235.0
3492,KD,KOLDA,KOLDA,05-Feb-07,225,225.0
3493,DK,PIKINE,THIAROYE,06-Feb-07,175,225.0
3494,FK,FATICK,FATICK,07-Feb-07,175,210.0
3495,TH,THIES,THIES,07-Feb-07,165,220.0
3496,DK,DAKAR,TILENE,07-Feb-07,200,225.0
3497,SL,ST.LOUIS,ST.LOUIS,07-Feb-07,165,225.0
3498,KD,VELINGARA,DIAOBE,07-Feb-07,175,220.0
3499,DL,DIOURBEL,DIOURBEL,08-Feb-07,125,200.0
3500,KL,KAOLACK,KAOLACK,08-Feb-07,130,225.0
3501,LG,LOUGA,LOUGA,08-Feb-07,160,235.0
3502,ZG,ZIGUINCHOR,ST.MAUR,08-Feb-07,175,230.0
3503,DL,MBACKE,TOUBA,09-Feb-07,130,200.0
3504,FK,FATICK,FATICK,11-Feb-07,175,210.0
3505,KD,KOLDA,KOLDA,12-Feb-07,175,250.0
3506,TC,BAKEL,BAKEL,13-Feb-07,200,225.0
3507,DK,PIKINE,THIAROYE,13-Feb-07,175,235.0
3508,TH,THIES,THIES,14-Feb-07,165,220.0
3509,DK,DAKAR,TILENE,14-Feb-07,200,225.0
3510,SL,ST.LOUIS,ST.LOUIS,14-Feb-07,175,225.0
3511,DL,DIOURBEL,DIOURBEL,15-Feb-07,125,200.0
3512,KL,KAOLACK,KAOLACK,15-Feb-07,135,225.0
3513,LG,LOUGA,LOUGA,15-Feb-07,160,240.0
3514,ZG,ZIGUINCHOR,ST.MAUR,15-Feb-07,175,235.0
3515,DL,MBACKE,TOUBA,16-Feb-07,130,200.0
3516,FK,FATICK,FATICK,18-Feb-07,175,225.0
3517,KD,KOLDA,KOLDA,19-Feb-07,175,250.0
3518,DK,PIKINE,THIAROYE,20-Feb-07,175,250.0
3519,DK,DAKAR,TILENE,21-Feb-07,175,250.0
3520,SL,ST.LOUIS,ST.LOUIS,21-Feb-07,170,200.0
3521,KD,VELINGARA,DIAOBE,21-Feb-07,175,225.0
3522,DL,DIOURBEL,DIOURBEL,22-Feb-07,125,200.0
3523,KL,KAOLACK,KAOLACK,22-Feb-07,135,225.0
3524,LG,LOUGA,LOUGA,22-Feb-07,165,225.0
3525,TH,THIES,THIES,22-Feb-07,165,220.0
3526,ZG,ZIGUINCHOR,ST.MAUR,22-Feb-07,175,240.0
3527,DL,MBACKE,TOUBA,23-Feb-07,130,200.0
3528,FK,FATICK,FATICK,24-Feb-07,175,225.0
3529,KD,KOLDA,KOLDA,26-Feb-07,175,250.0
3530,DK,PIKINE,THIAROYE,27-Feb-07,175,235.0
3531,TH,THIES,THIES,28-Feb-07,165,220.0
3532,DK,DAKAR,TILENE,28-Feb-07,175,225.0
3533,SL,ST.LOUIS,ST.LOUIS,28-Feb-07,170,210.0
3534,KD,VELINGARA,DIAOBE,28-Feb-07,175,250.0
3535,DL,DIOURBEL,DIOURBEL,01-Mar-07,125,200.0
3536,KL,KAOLACK,KAOLACK,01-Mar-07,140,225.0
3537,LG,LOUGA,LOUGA,01-Mar-07,175,240.0
3538,ZG,ZIGUINCHOR,ST.MAUR,01-Mar-07,175,240.0
3539,DL,MBACKE,TOUBA,02-Mar-07,130,200.0
3540,KD,KOLDA,KOLDA,05-Mar-07,175,250.0
3541,DK,PIKINE,THIAROYE,05-Mar-07,175,250.0
3542,TC,BAKEL,BAKEL,06-Mar-07,225,265.0
3543,FK,FATICK,FATICK,06-Mar-07,175,215.0
3544,DK,DAKAR,TILENE,06-Mar-07,175,250.0
3545,TH,THIES,THIES,07-Mar-07,165,220.0
3546,SL,ST.LOUIS,ST.LOUIS,07-Mar-07,170,225.0
3547,DL,DIOURBEL,DIOURBEL,08-Mar-07,125,200.0
3548,KL,KAOLACK,KAOLACK,08-Mar-07,140,225.0
3549,LG,LOUGA,LOUGA,08-Mar-07,160,250.0
3550,ZG,ZIGUINCHOR,ST.MAUR,08-Mar-07,175,250.0
3551,DL,MBACKE,TOUBA,09-Mar-07,150,200.0
3552,FK,FATICK,FATICK,11-Mar-07,175,225.0
3553,DK,PIKINE,THIAROYE,13-Mar-07,175,250.0
3554,TH,THIES,THIES,13-Mar-07,165,220.0
3555,KD,VELINGARA,DIAOBE,13-Mar-07,200,250.0
3556,KD,KOLDA,KOLDA,14-Mar-07,150,250.0
3557,DK,DAKAR,TILENE,14-Mar-07,200,250.0
3558,SL,ST.LOUIS,ST.LOUIS,14-Mar-07,160,225.0
3559,DL,DIOURBEL,DIOURBEL,15-Mar-07,170,200.0
3560,KL,KAOLACK,KAOLACK,15-Mar-07,150,210.0
3561,LG,LOUGA,LOUGA,15-Mar-07,160,250.0
3562,ZG,ZIGUINCHOR,ST.MAUR,15-Mar-07,175,245.0
3563,FK,FATICK,FATICK,18-Mar-07,175,225.0
3564,FK,FATICK,FATICK,18-Mar-07,175,225.0
3565,TC,BAKEL,BAKEL,19-Mar-07,200,250.0
3566,KD,KOLDA,KOLDA,19-Mar-07,175,250.0
3567,DK,PIKINE,THIAROYE,20-Mar-07,175,220.0
3568,TH,THIES,THIES,21-Mar-07,165,220.0
3569,DK,DAKAR,TILENE,21-Mar-07,200,250.0
3570,SL,ST.LOUIS,ST.LOUIS,21-Mar-07,160,225.0
3571,KL,KAOLACK,KAOLACK,22-Mar-07,150,225.0
3572,LG,LOUGA,LOUGA,22-Mar-07,160,250.0
3573,ZG,ZIGUINCHOR,ST.MAUR,22-Mar-07,175,250.0
3574,DL,MBACKE,TOUBA,23-Mar-07,155,200.0
3575,DK,PIKINE,THIAROYE,27-Mar-07,175,220.0
3576,DK,DAKAR,TILENE,28-Mar-07,200,250.0
3577,SL,ST.LOUIS,ST.LOUIS,28-Mar-07,175,225.0
3578,DL,DIOURBEL,DIOURBEL,29-Mar-07,155,200.0
3579,ZG,ZIGUINCHOR,ST.MAUR,29-Mar-07,175,250.0
3580,DL,MBACKE,TOUBA,30-Mar-07,160,200.0
3581,FK,FATICK,FATICK,02-Apr-07,175,225.0
3582,DL,DIOURBEL,DIOURBEL,05-Apr-07,160,200.0
3583,LG,LOUGA,LOUGA,05-Apr-07,165,250.0
3584,ZG,ZIGUINCHOR,ST.MAUR,05-Apr-07,175,250.0
3585,KD,KOLDA,KOLDA,10-Apr-07,175,250.0
3586,TH,THIES,THIES,10-Apr-07,165,220.0
3587,DK,PIKINE,THIAROYE,11-Apr-07,200,250.0
3588,SL,ST.LOUIS,ST.LOUIS,11-Apr-07,170,260.0
3589,FK,FATICK,FATICK,12-Apr-07,175,225.0
3590,KL,KAOLACK,KAOLACK,12-Apr-07,150,250.0
3591,LG,LOUGA,LOUGA,12-Apr-07,160,250.0
3592,DK,DAKAR,TILENE,12-Apr-07,175,250.0
3593,ZG,ZIGUINCHOR,ST.MAUR,12-Apr-07,180,250.0
3594,DL,MBACKE,TOUBA,13-Apr-07,160,200.0
3595,KD,KOLDA,KOLDA,16-Apr-07,175,250.0
3596,KD,KOLDA,KOLDA,16-Apr-07,175,250.0
3597,DK,PIKINE,THIAROYE,17-Apr-07,200,250.0
3598,FK,FATICK,FATICK,18-Apr-07,175,240.0
3599,TH,THIES,THIES,18-Apr-07,165,220.0
3600,DK,DAKAR,TILENE,18-Apr-07,175,250.0
3601,SL,ST.LOUIS,ST.LOUIS,18-Apr-07,175,250.0
3602,KD,VELINGARA,DIAOBE,18-Apr-07,150,250.0
3603,KD,VELINGARA,DIAOBE,18-Apr-07,150,250.0
3604,DL,DIOURBEL,DIOURBEL,19-Apr-07,160,200.0
3605,KL,KAOLACK,KAOLACK,19-Apr-07,150,250.0
3606,LG,LOUGA,LOUGA,19-Apr-07,160,250.0
3607,ZG,ZIGUINCHOR,ST.MAUR,19-Apr-07,175,250.0
3608,DL,MBACKE,TOUBA,20-Apr-07,160,200.0
3609,FK,FATICK,FATICK,22-Apr-07,175,240.0
3610,KD,KOLDA,KOLDA,23-Apr-07,175,275.0
3611,DK,PIKINE,THIAROYE,24-Apr-07,200,250.0
3612,DK,PIKINE,THIAROYE,24-Apr-07,200,250.0
3613,DK,DAKAR,TILENE,25-Apr-07,175,250.0
3614,DK,DAKAR,TILENE,25-Apr-07,175,250.0
3615,SL,ST.LOUIS,ST.LOUIS,25-Apr-07,170,250.0
3616,DL,DIOURBEL,DIOURBEL,26-Apr-07,160,200.0
3617,KL,KAOLACK,KAOLACK,26-Apr-07,150,250.0
3618,LG,LOUGA,LOUGA,26-Apr-07,160,250.0
3619,ZG,ZIGUINCHOR,ST.MAUR,26-Apr-07,175,250.0
3620,DL,MBACKE,TOUBA,27-Apr-07,160,200.0
3621,FK,FATICK,FATICK,29-Apr-07,175,240.0
3622,KD,KOLDA,KOLDA,02-May-07,175,250.0
3623,KD,KOLDA,KOLDA,02-May-07,175,250.0
3624,SL,ST.LOUIS,ST.LOUIS,02-May-07,170,250.0
3625,SL,ST.LOUIS,ST.LOUIS,02-May-07,170,250.0
3626,DL,DIOURBEL,DIOURBEL,03-May-07,160,200.0
3627,DL,DIOURBEL,DIOURBEL,03-May-07,160,200.0
3628,KL,KAOLACK,KAOLACK,03-May-07,155,250.0
3629,LG,LOUGA,LOUGA,03-May-07,170,250.0
3630,LG,LOUGA,LOUGA,03-May-07,170,250.0
3631,ZG,ZIGUINCHOR,ST.MAUR,03-May-07,175,250.0
3632,ZG,ZIGUINCHOR,ST.MAUR,03-May-07,175,250.0
3633,DL,MBACKE,TOUBA,04-May-07,160,200.0
3634,DL,MBACKE,TOUBA,04-May-07,160,200.0
3635,FK,FATICK,FATICK,06-May-07,175,240.0
3636,FK,FATICK,FATICK,06-May-07,175,240.0
3637,KD,KOLDA,KOLDA,08-May-07,175,275.0
3638,KD,KOLDA,KOLDA,08-May-07,175,275.0
3639,DK,PIKINE,THIAROYE,08-May-07,200,250.0
3640,DK,PIKINE,THIAROYE,08-May-07,200,250.0
3641,TH,THIES,THIES,09-May-07,165,220.0
3642,TH,THIES,THIES,09-May-07,165,220.0
3643,DK,DAKAR,TILENE,09-May-07,175,250.0
3644,DK,DAKAR,TILENE,09-May-07,175,250.0
3645,SL,ST.LOUIS,ST.LOUIS,09-May-07,170,250.0
3646,SL,ST.LOUIS,ST.LOUIS,09-May-07,170,250.0
3647,KD,VELINGARA,DIAOBE,09-May-07,150,275.0
3648,KD,VELINGARA,DIAOBE,09-May-07,150,275.0
3649,DL,DIOURBEL,DIOURBEL,10-May-07,160,200.0
3650,DL,DIOURBEL,DIOURBEL,10-May-07,160,200.0
3651,KL,KAOLACK,KAOLACK,10-May-07,160,250.0
3652,LG,LOUGA,LOUGA,10-May-07,170,250.0
3653,LG,LOUGA,LOUGA,10-May-07,170,250.0
3654,ZG,ZIGUINCHOR,ST.MAUR,10-May-07,175,260.0
3655,ZG,ZIGUINCHOR,ST.MAUR,10-May-07,175,260.0
3656,DL,MBACKE,TOUBA,11-May-07,160,200.0
3657,DL,MBACKE,TOUBA,11-May-07,160,200.0
3658,DK,PIKINE,THIAROYE,14-May-07,200,250.0
3659,DK,PIKINE,THIAROYE,14-May-07,200,250.0
3660,FK,FATICK,FATICK,15-May-07,150,240.0
3661,FK,FATICK,FATICK,15-May-07,150,240.0
3662,DK,DAKAR,TILENE,15-May-07,200,250.0
3663,DK,DAKAR,TILENE,15-May-07,200,250.0
3664,KD,KOLDA,KOLDA,16-May-07,175,250.0
3665,KD,KOLDA,KOLDA,16-May-07,175,250.0
3666,TH,THIES,THIES,16-May-07,165,225.0
3667,TH,THIES,THIES,16-May-07,165,225.0
3668,SL,ST.LOUIS,ST.LOUIS,16-May-07,170,250.0
3669,SL,ST.LOUIS,ST.LOUIS,16-May-07,170,250.0
3670,KD,VELINGARA,DIAOBE,16-May-07,175,275.0
3671,KD,VELINGARA,DIAOBE,16-May-07,175,275.0
3672,DL,DIOURBEL,DIOURBEL,17-May-07,160,200.0
3673,DL,DIOURBEL,DIOURBEL,17-May-07,160,200.0
3674,KL,KAOLACK,KAOLACK,17-May-07,160,250.0
3675,LG,LOUGA,LOUGA,17-May-07,170,250.0
3676,LG,LOUGA,LOUGA,17-May-07,170,250.0
3677,ZG,ZIGUINCHOR,ST.MAUR,17-May-07,180,260.0
3678,ZG,ZIGUINCHOR,ST.MAUR,17-May-07,180,260.0
3679,FK,FATICK,FATICK,20-May-07,150,240.0
3680,FK,FATICK,FATICK,20-May-07,150,240.0
3681,KD,KOLDA,KOLDA,21-May-07,175,250.0
3682,KD,KOLDA,KOLDA,21-May-07,175,250.0
3683,DK,PIKINE,THIAROYE,22-May-07,200,250.0
