Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Guinea,Conakry-Niger,Rice (imported),Retail,2012,10,4574,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,11,4547,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,12,4489,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,1,4463,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,2,4479,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,3,4427,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,4,4407,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,5,4415,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,6,4429,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,7,4386,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,8,4406,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,9,4443,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,10,4457,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,11,4469,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2013,12,4488,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,1,4495,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,2,4525,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,3,4527,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,4,4611,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,5,4644,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,6,4652,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,7,4680,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,8,4699,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,9,4698,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,10,4704,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,11,4707,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2014,12,4710,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,1,4716,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,2,4732,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,3,4751,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,4,4784,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,5,4764,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,6,4769,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,7,4771,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,8,4785,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,9,4791,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,10,4801,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,11,4789,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2015,12,4791,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,1,4797,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
